consumption_id,building_id,year,month,heating_kwh,electricity_kwh,total_cost_eur,heating_cost_eur,outdoor_temp_avg_c,heating_degree_days
CONS-046873,BLD-03907,2024,1,58199.0,1569.9,7168.3,6667.7,-1.8,608.2
CONS-046885,BLD-03908,2024,1,4986.0,206.8,651.91,585.43,-0.9,562.7
CONS-046897,BLD-03909,2024,1,25501.8,943.7,3317.62,3009.89,-0.0,541.9
CONS-046909,BLD-03910,2024,1,20458.2,1131.4,2757.06,2391.53,-1.1,545.6
CONS-046921,BLD-03911,2024,1,43832.7,1758.3,5586.53,5012.52,-1.6,553.9
CONS-046933,BLD-03912,2024,1,22722.4,446.5,2787.13,2644.24,-1.6,552.0
CONS-046945,BLD-03913,2024,1,17471.0,1093.1,2491.11,2156.07,-2.7,608.6
CONS-046957,BLD-03914,2024,1,130726.0,3102.6,16654.75,15643.29,-1.7,539.8
CONS-046969,BLD-03915,2024,1,45536.7,1482.7,5817.51,5331.0,-2.1,554.1
CONS-046981,BLD-03916,2024,1,42706.5,2048.5,5607.42,4949.91,-1.1,561.3
CONS-046993,BLD-03917,2024,1,29822.6,980.6,3899.23,3570.94,-2.7,588.1
CONS-047005,BLD-03918,2024,1,49814.3,1877.2,6577.53,5960.05,-2.7,567.1
CONS-047017,BLD-03919,2024,1,62849.0,3134.0,8133.8,7179.64,-0.5,583.7
CONS-047029,BLD-03920,2024,1,16278.2,777.2,2177.54,1917.23,-0.9,568.8
CONS-047041,BLD-03921,2024,1,82384.0,2303.7,10887.35,10157.09,-1.2,576.0
CONS-047053,BLD-03922,2024,1,34312.9,2047.4,4851.04,4178.91,-3.0,561.3
CONS-047065,BLD-03923,2024,1,15646.2,723.8,2168.61,1948.45,-1.7,595.8
CONS-047077,BLD-03924,2024,1,25135.7,2416.0,3848.93,3092.09,-2.1,594.1
CONS-047089,BLD-03925,2024,1,26392.7,2340.6,4080.27,3309.35,-2.5,546.5
CONS-047101,BLD-03926,2024,1,5663.8,332.5,758.45,648.79,-1.6,604.2
CONS-047113,BLD-03927,2024,1,26093.1,2423.7,3802.33,3024.51,-0.8,543.0
CONS-047125,BLD-03928,2024,1,295686.8,6601.7,38946.54,36821.33,-2.6,550.1
CONS-047137,BLD-03929,2024,1,67240.4,2388.2,8452.1,7673.6,-2.5,568.1
CONS-047149,BLD-03930,2024,1,45522.0,2469.3,6198.64,5436.22,-0.6,549.9
CONS-047161,BLD-03931,2024,1,7166.7,1009.9,1186.0,863.63,-1.0,579.3
CONS-047173,BLD-03932,2024,1,60054.1,1483.1,7519.58,7039.51,-1.0,572.3
CONS-047185,BLD-03933,2024,1,33315.9,827.5,4158.69,3898.29,-1.7,587.0
CONS-047197,BLD-03934,2024,1,36890.4,2783.1,5306.9,4424.77,-2.2,549.2
CONS-047209,BLD-03935,2024,1,48567.4,1122.5,5994.94,5634.58,-1.1,567.2
CONS-047221,BLD-03936,2024,1,139112.9,8928.2,19330.67,16391.02,-1.9,587.4
CONS-047233,BLD-03937,2024,1,7896.7,333.5,1086.3,980.42,-2.0,610.6
CONS-047245,BLD-03938,2024,1,8250.1,299.8,1078.14,982.89,-0.2,546.6
CONS-047257,BLD-03939,2024,1,147622.6,6399.3,19063.16,16982.23,-0.7,539.4
CONS-047269,BLD-03940,2024,1,253794.8,9687.7,32543.2,29489.4,-1.5,580.6
CONS-047281,BLD-03941,2024,1,1267.1,243.0,223.69,146.61,-2.2,614.6
CONS-047293,BLD-03942,2024,1,76999.0,3205.2,10277.37,9224.12,-1.2,573.1
CONS-047305,BLD-03943,2024,1,48298.5,2916.8,6742.13,5828.05,-0.2,612.8
CONS-047317,BLD-03944,2024,1,28097.1,1293.3,3788.1,3370.07,-2.1,584.2
CONS-047329,BLD-03945,2024,1,181612.4,4132.4,23667.74,22371.24,-2.3,585.0
CONS-047341,BLD-03946,2024,1,150971.6,2884.4,19919.07,18992.78,-2.2,591.0
CONS-047353,BLD-03947,2024,1,29341.7,1683.1,4052.33,3498.8,-1.8,597.2
CONS-047365,BLD-03948,2024,1,15981.7,1657.8,2514.26,1966.01,-1.9,573.3
CONS-047377,BLD-03949,2024,1,65872.8,3967.1,9579.31,8288.78,-0.3,562.4
CONS-047389,BLD-03950,2024,1,25858.1,1762.9,3589.13,3032.21,-1.2,610.9
CONS-047401,BLD-03951,2024,1,33283.8,1737.0,4734.23,4179.96,-2.0,571.1
CONS-047413,BLD-03952,2024,1,50048.2,2978.0,6681.37,5754.83,-2.5,577.1
CONS-047425,BLD-03953,2024,1,8087.5,519.6,1155.33,987.39,-0.5,587.3
CONS-047437,BLD-03954,2024,1,19597.7,1442.4,2884.22,2402.18,-0.2,559.9
CONS-047449,BLD-03955,2024,1,64857.8,2673.3,8647.86,7779.24,-1.7,575.0
CONS-047461,BLD-03956,2024,1,15758.7,886.5,2205.71,1927.32,-1.9,585.9
CONS-047473,BLD-03957,2024,1,202373.9,4404.5,25724.39,24248.53,-2.2,608.7
CONS-047485,BLD-03958,2024,1,26858.5,1519.5,3829.07,3356.65,-2.1,570.4
CONS-047497,BLD-03959,2024,1,66621.5,2311.2,8616.96,7858.3,-1.5,593.7
CONS-047509,BLD-03960,2024,1,77073.1,3022.3,10625.36,9682.82,-0.3,582.8
CONS-047521,BLD-03961,2024,1,26057.8,2014.0,3811.42,3176.19,-2.8,550.4
CONS-047533,BLD-03962,2024,1,45289.1,6066.9,7370.03,5410.97,-0.5,598.7
CONS-047545,BLD-03963,2024,1,76890.0,2893.9,10501.01,9588.05,-1.6,540.3
CONS-047557,BLD-03964,2024,1,76417.0,3698.7,10607.34,9387.72,-0.3,585.6
CONS-047569,BLD-03965,2024,1,95439.0,4112.2,12837.01,11497.66,-0.1,583.3
CONS-047581,BLD-03966,2024,1,49775.7,1365.1,6315.57,5893.55,-2.6,540.8
CONS-047593,BLD-03967,2024,1,79371.3,6560.1,12030.82,9900.94,-0.2,570.3
CONS-047605,BLD-03968,2024,1,88830.0,4383.0,12470.02,11045.61,-0.4,596.4
CONS-047617,BLD-03969,2024,1,7451.7,196.9,935.59,874.94,-1.5,589.6
CONS-047629,BLD-03970,2024,1,27076.7,1218.1,3646.33,3245.66,-1.5,599.6
CONS-047641,BLD-03971,2024,1,203640.0,10939.0,28123.89,24502.96,-1.2,565.6
CONS-047653,BLD-03972,2024,1,14030.2,555.4,1936.84,1754.11,-0.7,581.6
CONS-047665,BLD-03973,2024,1,123335.2,2512.0,15223.97,14410.22,-2.7,603.8
CONS-047677,BLD-03974,2024,1,19786.1,1034.1,2649.77,2330.52,-2.7,598.2
CONS-047689,BLD-03975,2024,1,49203.5,2987.8,6650.07,5649.31,-1.1,536.7
CONS-047701,BLD-03976,2024,1,82406.0,3391.2,10616.33,9546.33,-2.2,583.0
CONS-047713,BLD-03977,2024,1,38246.1,1898.5,5232.17,4639.75,-2.6,592.1
CONS-047725,BLD-03978,2024,1,220663.7,6861.5,28859.19,26675.39,-1.7,603.3
CONS-047737,BLD-03979,2024,1,18065.9,785.3,2419.09,2158.02,-2.4,596.4
CONS-047749,BLD-03980,2024,1,151234.9,2954.9,19298.61,18394.67,-3.0,610.7
CONS-047761,BLD-03981,2024,1,98798.7,2522.5,13064.3,12264.24,-1.2,556.5
CONS-047773,BLD-03982,2024,1,33436.7,2951.7,4863.28,3940.12,-0.6,545.0
CONS-047785,BLD-03983,2024,1,34403.1,1617.5,4760.98,4241.71,-1.2,607.6
CONS-047797,BLD-03984,2024,1,7445.5,386.0,1005.66,885.15,-2.2,585.6
CONS-047809,BLD-03985,2024,1,66388.1,2147.4,8486.75,7775.82,-0.2,542.2
CONS-047821,BLD-03986,2024,1,66901.8,2088.0,9105.31,8425.87,-2.8,554.9
CONS-047833,BLD-03987,2024,1,43939.4,3199.0,6403.84,5375.06,-1.7,568.5
CONS-047845,BLD-03988,2024,1,44226.4,1510.0,5972.42,5470.79,-0.9,564.8
CONS-047857,BLD-03989,2024,1,8548.1,288.9,1081.56,987.16,-1.8,560.2
CONS-047869,BLD-03990,2024,1,92657.5,3672.8,12654.08,11517.06,-2.2,576.6
CONS-047881,BLD-03991,2024,1,223958.7,5526.0,28389.83,26630.53,-1.3,597.4
CONS-047893,BLD-03992,2024,1,42327.3,2340.8,6104.21,5327.72,-1.9,572.1
CONS-047905,BLD-03993,2024,1,101629.0,2967.7,12696.12,11773.18,-1.7,550.1
CONS-047917,BLD-03994,2024,1,77100.1,2677.7,9819.49,8937.04,-3.0,546.2
CONS-047929,BLD-03995,2024,1,34759.3,1369.3,4529.61,4081.34,-1.5,600.6
CONS-047941,BLD-03996,2024,1,25896.5,1293.6,3397.58,3002.92,-1.1,563.3
CONS-047953,BLD-03997,2024,1,75811.0,3071.6,10450.12,9503.77,-2.4,538.4
CONS-047965,BLD-03998,2024,1,18771.9,1729.1,2694.42,2161.14,-1.9,603.0
CONS-047977,BLD-03999,2024,1,36741.4,1273.0,5040.32,4614.06,-2.7,548.0
CONS-047989,BLD-04000,2024,1,7315.7,312.2,940.29,844.18,-1.7,604.2
CONS-048001,BLD-04001,2024,1,220842.9,6724.8,27847.26,25739.48,-1.8,605.5
CONS-048013,BLD-04002,2024,1,35097.7,1558.9,4790.88,4272.29,-0.6,547.2
CONS-048025,BLD-04003,2024,1,25342.7,854.9,3328.78,3058.36,-0.5,552.1
CONS-048037,BLD-04004,2024,1,118892.4,3820.7,15634.55,14399.06,-0.4,576.8
CONS-048049,BLD-04005,2024,1,34012.5,2419.5,4708.27,3968.78,-2.1,567.5
CONS-048061,BLD-04006,2024,1,53945.3,3005.4,7234.48,6270.72,-1.6,592.3
CONS-048073,BLD-04007,2024,1,252982.3,5269.3,31465.15,29766.47,-1.8,562.8
CONS-048085,BLD-04008,2024,1,16753.3,953.9,2330.61,2031.23,-1.0,595.8
CONS-048097,BLD-04009,2024,1,38399.4,1368.7,5100.29,4658.5,-0.3,580.0
CONS-048109,BLD-04010,2024,1,150828.7,6226.3,20873.72,18898.38,-2.3,540.5
CONS-048121,BLD-04011,2024,1,54811.9,2545.3,7683.75,6860.38,-2.8,569.2
CONS-048133,BLD-04012,2024,1,6158.9,281.7,850.57,759.25,-1.5,569.3
CONS-048145,BLD-04013,2024,1,34717.5,1371.0,4594.99,4170.32,-1.9,611.5
CONS-048157,BLD-04014,2024,1,119731.8,6248.3,16726.69,14676.49,-1.0,544.6
CONS-048169,BLD-04015,2024,1,12525.7,1837.7,2066.2,1462.38,-2.2,586.8
CONS-048181,BLD-04016,2024,1,94800.5,1936.3,11444.07,10811.75,-1.5,607.8
CONS-048193,BLD-04017,2024,1,70472.5,2242.0,9025.54,8329.4,-0.9,604.4
CONS-048205,BLD-04018,2024,1,86772.4,3910.9,11795.86,10602.54,-0.7,542.4
CONS-048217,BLD-04019,2024,1,17791.4,723.5,2391.37,2163.24,-1.2,606.1
CONS-048229,BLD-04020,2024,1,53547.3,2194.0,6892.83,6191.34,-3.0,558.9
CONS-048241,BLD-04021,2024,1,22609.3,1840.2,3444.66,2826.56,-1.4,544.3
CONS-048253,BLD-04022,2024,1,103016.5,5202.1,13971.03,12357.43,-1.9,558.4
CONS-048265,BLD-04023,2024,1,91005.1,4481.6,12290.36,10807.96,-2.3,587.8
CONS-048277,BLD-04024,2024,1,182597.3,8541.3,25357.96,22619.77,-1.0,548.5
CONS-048289,BLD-04025,2024,1,28497.9,1269.0,3694.21,3289.22,-2.1,570.8
CONS-048301,BLD-04026,2024,1,61579.7,1519.7,7636.91,7140.44,-1.1,605.6
CONS-048313,BLD-04027,2024,1,71696.3,2292.5,9501.97,8758.44,-1.8,555.9
CONS-048325,BLD-04028,2024,1,59284.5,2224.7,7663.61,6963.67,-1.1,535.2
CONS-048337,BLD-04029,2024,1,13710.7,733.5,1872.76,1631.88,-0.5,567.3
CONS-048349,BLD-04030,2024,1,14383.3,583.9,1973.42,1785.04,-3.0,580.9
CONS-048361,BLD-04031,2024,1,4737.9,473.4,708.96,555.73,-2.7,587.5
CONS-048373,BLD-04032,2024,1,91620.3,5970.7,12720.71,10878.4,-0.0,611.0
CONS-048385,BLD-04033,2024,1,45634.3,1589.2,6138.93,5638.58,-2.7,592.5
CONS-048397,BLD-04034,2024,1,43783.0,3456.4,6483.83,5336.68,-2.6,564.0
CONS-048409,BLD-04035,2024,1,80009.7,3562.9,10441.03,9332.35,-1.0,537.7
CONS-048421,BLD-04036,2024,1,8396.0,399.9,1104.23,979.25,-1.3,569.8
CONS-048433,BLD-04037,2024,1,25719.2,1017.5,3467.45,3128.45,-2.0,566.0
CONS-048445,BLD-04038,2024,1,42371.4,2059.2,5863.26,5219.43,-2.8,581.4
CONS-048457,BLD-04039,2024,1,17403.1,1164.9,2421.21,2044.97,-1.5,557.6
CONS-048469,BLD-04040,2024,1,197076.7,7665.1,27146.03,24690.47,-1.4,559.2
CONS-048481,BLD-04041,2024,1,61427.1,1768.0,7942.57,7403.12,-2.7,570.8
CONS-048493,BLD-04042,2024,1,9450.0,299.5,1253.04,1153.48,-1.6,569.0
CONS-048505,BLD-04043,2024,1,105703.8,6246.0,14452.87,12381.62,-2.1,538.5
CONS-048517,BLD-04044,2024,1,95473.6,3181.6,12850.24,11832.17,-0.8,588.1
CONS-048529,BLD-04045,2024,1,9940.7,478.9,1356.3,1205.28,-2.9,541.3
CONS-048541,BLD-04046,2024,1,23575.2,1112.1,3170.52,2813.41,-2.1,557.6
CONS-048553,BLD-04047,2024,1,17787.7,889.9,2436.62,2166.06,-2.5,611.7
CONS-048565,BLD-04048,2024,1,56612.3,4321.1,8060.19,6728.72,-1.5,557.9
CONS-048577,BLD-04049,2024,1,6532.0,214.3,843.01,772.82,-0.4,587.4
CONS-048589,BLD-04050,2024,1,34385.1,1216.1,4502.95,4105.94,-0.9,595.1
CONS-048601,BLD-04051,2024,1,63125.6,1724.1,8421.4,7874.08,-1.7,575.7
CONS-048613,BLD-04052,2024,1,79704.5,3338.5,10825.3,9777.61,-3.0,602.5
CONS-048625,BLD-04053,2024,1,95762.6,3980.0,12831.06,11501.98,-0.2,592.2
CONS-048637,BLD-04054,2024,1,14460.5,695.0,2017.86,1795.29,-0.4,541.4
CONS-048649,BLD-04055,2024,1,121986.9,4501.3,16175.7,14717.4,-0.3,545.8
CONS-048661,BLD-04056,2024,1,33245.6,1615.3,4320.32,3828.2,-1.9,612.0
CONS-048673,BLD-04057,2024,1,11972.0,706.4,1708.13,1477.85,-1.4,547.8
CONS-048685,BLD-04058,2024,1,27433.1,1010.5,3728.06,3411.32,-2.7,613.4
CONS-048697,BLD-04059,2024,1,14169.6,806.5,2021.37,1773.3,-2.9,593.1
CONS-048709,BLD-04060,2024,1,52601.3,1458.3,7036.24,6572.82,-1.9,553.6
CONS-048721,BLD-04061,2024,1,54611.9,4205.1,8220.57,6812.5,-0.2,587.5
CONS-048733,BLD-04062,2024,1,37266.6,889.1,4812.51,4519.54,-1.6,565.8
CONS-048745,BLD-04063,2024,1,63121.8,2571.6,8190.37,7341.43,-0.4,608.7
CONS-048757,BLD-04064,2024,1,48486.8,2804.9,6712.84,5786.3,-0.1,546.7
CONS-048769,BLD-04065,2024,1,16326.7,465.2,2061.29,1905.2,-0.8,548.6
CONS-048781,BLD-04066,2024,1,20603.6,735.4,2611.14,2387.5,-1.7,559.5
CONS-048793,BLD-04067,2024,1,38121.3,2727.8,5315.25,4429.87,-1.2,560.5
CONS-048805,BLD-04068,2024,1,168220.8,7477.4,22012.8,19533.99,-3.0,546.7
CONS-048817,BLD-04069,2024,1,6362.6,708.4,999.05,766.94,-1.4,557.3
CONS-048829,BLD-04070,2024,1,19986.4,1029.5,2769.06,2442.33,-0.6,572.4
CONS-048841,BLD-04071,2024,1,64182.6,2242.2,8352.34,7639.89,-0.9,583.8
CONS-048853,BLD-04072,2024,1,10988.0,462.8,1503.3,1361.16,-1.7,605.0
CONS-048865,BLD-04073,2024,1,53462.6,1347.6,6999.42,6578.07,-1.2,554.6
CONS-048877,BLD-04074,2024,1,99108.2,3090.8,12948.56,11954.15,-1.8,544.3
CONS-048889,BLD-04075,2024,1,69092.9,4138.1,9884.16,8591.7,-2.8,565.6
CONS-048901,BLD-04076,2024,1,12429.1,1145.9,1820.51,1465.32,-2.7,555.3
CONS-048913,BLD-04077,2024,1,15543.4,632.8,2072.96,1872.42,-0.5,583.1
CONS-048925,BLD-04078,2024,1,23210.8,1040.8,3049.15,2728.48,-0.6,541.3
CONS-048937,BLD-04079,2024,1,69994.3,4784.4,9559.52,7991.52,-0.4,599.3
CONS-048949,BLD-04080,2024,1,36138.1,952.2,4566.0,4253.23,-0.4,604.2
CONS-048961,BLD-04081,2024,1,75002.1,2630.8,9713.46,8838.75,-2.5,549.8
CONS-048973,BLD-04082,2024,1,42451.5,1586.9,5701.04,5217.33,-2.9,608.2
CONS-048985,BLD-04083,2024,1,72659.6,5057.5,10275.51,8666.0,-1.3,538.2
CONS-048997,BLD-04084,2024,1,34029.3,1626.3,4760.9,4245.02,-0.7,559.9
CONS-049009,BLD-04085,2024,1,4513.4,226.6,594.36,520.54,-2.3,535.8
CONS-049021,BLD-04086,2024,1,6060.6,958.3,1067.51,753.21,-0.5,612.6
CONS-049033,BLD-04087,2024,1,183185.2,5937.4,23004.03,21189.18,-1.5,572.8
CONS-049045,BLD-04088,2024,1,163259.0,4951.2,21248.49,19687.16,-2.8,583.2
CONS-049057,BLD-04089,2024,1,11096.1,1406.4,1760.87,1308.66,-1.2,571.9
CONS-049069,BLD-04090,2024,1,103687.1,3872.4,13784.78,12530.41,-0.6,607.0
CONS-049081,BLD-04091,2024,1,196366.7,5932.8,25547.57,23700.94,-2.9,603.2
CONS-049093,BLD-04092,2024,1,47010.2,1293.8,6124.69,5697.54,-0.7,571.6
CONS-049105,BLD-04093,2024,1,53642.8,1981.2,7071.58,6436.03,-0.7,588.8
CONS-049117,BLD-04094,2024,1,24298.7,721.3,3228.53,2992.53,-2.4,540.1
CONS-049129,BLD-04095,2024,1,22566.5,2424.8,3376.9,2630.14,-0.7,562.8
CONS-049141,BLD-04096,2024,1,221930.3,7065.4,27693.33,25374.31,-1.9,601.9
CONS-049153,BLD-04097,2024,1,13064.8,968.5,1875.99,1561.74,-1.9,565.1
CONS-049165,BLD-04098,2024,1,88290.9,3212.3,11758.79,10683.08,-1.7,612.0
CONS-049177,BLD-04099,2024,1,79463.8,3241.7,11044.81,9957.44,-0.2,563.4
CONS-049189,BLD-04100,2024,1,92228.0,2266.8,11762.64,11021.58,-1.1,546.9
CONS-049201,BLD-04101,2024,1,38063.8,2402.8,5245.96,4481.45,-2.3,555.7
CONS-049213,BLD-04102,2024,1,32248.1,1432.7,4388.47,3940.26,-2.2,544.0
CONS-049225,BLD-04103,2024,1,15693.6,1216.9,2231.06,1854.73,-1.1,578.2
CONS-049237,BLD-04104,2024,1,32458.7,1230.5,4386.02,3979.68,-1.4,609.9
CONS-049249,BLD-04105,2024,1,71094.0,3128.0,9551.82,8548.14,-2.6,585.9
CONS-049261,BLD-04106,2024,1,117431.8,5482.7,15759.15,14072.42,-0.4,596.2
CONS-049273,BLD-04107,2024,1,33381.3,2859.2,4870.74,3914.27,-0.3,597.3
CONS-049285,BLD-04108,2024,1,124705.9,6048.1,16628.93,14692.31,-1.3,603.5
CONS-049297,BLD-04109,2024,1,195424.7,7011.7,24657.11,22443.09,-2.3,578.2
CONS-049309,BLD-04110,2024,1,38708.7,2146.4,5153.68,4441.34,-0.4,554.7
CONS-049321,BLD-04111,2024,1,60370.0,3031.2,8532.51,7568.84,-1.7,588.4
CONS-049333,BLD-04112,2024,1,239914.5,6955.0,30941.49,28795.57,-2.0,592.0
CONS-049345,BLD-04113,2024,1,151303.0,7005.8,19627.06,17317.91,-0.4,561.9
CONS-049357,BLD-04114,2024,1,41456.2,1761.2,5409.55,4819.66,-2.3,592.5
CONS-049369,BLD-04115,2024,1,77364.6,3286.9,10712.99,9614.94,-0.5,548.5
CONS-049381,BLD-04116,2024,1,69036.7,4781.3,10160.45,8613.68,-1.1,575.1
CONS-049393,BLD-04117,2024,1,86297.2,3607.5,11874.9,10736.42,-0.5,576.7
CONS-049405,BLD-04118,2024,1,94297.9,2952.4,12554.18,11623.94,-0.2,546.7
CONS-049417,BLD-04119,2024,1,31173.2,1300.1,4268.97,3833.0,-1.8,571.3
CONS-049429,BLD-04120,2024,1,36801.7,1890.0,5147.09,4543.15,-2.3,610.1
CONS-049441,BLD-04121,2024,1,20519.9,473.9,2714.36,2566.21,-1.3,575.4
CONS-049453,BLD-04122,2024,1,22070.3,1665.7,3115.21,2603.82,-0.5,560.9
CONS-049465,BLD-04123,2024,1,69727.1,2448.2,8995.03,8184.1,-0.3,598.1
CONS-049477,BLD-04124,2024,1,182380.5,8484.6,25330.22,22628.59,-1.5,611.0
CONS-049489,BLD-04125,2024,1,34768.9,1267.8,4704.96,4303.79,-2.1,586.5
CONS-049501,BLD-04126,2024,1,28460.2,1327.9,3975.28,3563.28,-0.6,590.3
CONS-049513,BLD-04127,2024,1,32155.3,1592.4,4464.32,3959.27,-2.4,557.1
CONS-049525,BLD-04128,2024,1,123744.6,4128.9,16801.33,15472.51,-0.8,545.6
CONS-049537,BLD-04129,2024,1,25680.8,619.2,3225.04,3029.16,-1.8,612.7
CONS-049549,BLD-04130,2024,1,43782.2,1843.3,6036.84,5452.68,-0.9,602.0
CONS-049561,BLD-04131,2024,1,65851.6,1762.7,8173.94,7598.42,-0.4,548.7
CONS-049573,BLD-04132,2024,1,55575.5,3910.0,8179.08,6978.72,-2.5,574.1
CONS-049585,BLD-04133,2024,1,91606.8,3688.9,11690.25,10451.64,-2.8,550.1
CONS-049597,BLD-04134,2024,1,272560.6,11089.4,35440.75,31955.59,-1.4,583.2
CONS-049609,BLD-04135,2024,1,79894.8,4011.6,10410.69,9173.01,-1.1,535.9
CONS-049621,BLD-04136,2024,1,15666.2,654.9,2171.0,1962.74,-1.2,581.9
CONS-049633,BLD-04137,2024,1,56484.7,1355.9,7362.25,6929.47,-1.1,573.3
CONS-049645,BLD-04138,2024,1,14437.6,1266.8,2156.42,1747.87,-0.3,555.2
CONS-049657,BLD-04139,2024,1,39413.5,2016.4,5399.25,4760.44,-0.0,589.1
CONS-049669,BLD-04140,2024,1,37138.8,2249.1,4980.49,4243.74,-1.3,546.2
CONS-049681,BLD-04141,2024,1,15762.0,806.3,2089.78,1823.62,-1.4,539.3
CONS-049693,BLD-04142,2024,1,45112.1,5480.4,7037.41,5331.92,-2.4,535.4
CONS-049705,BLD-04143,2024,1,22807.9,2754.7,3616.18,2773.23,-0.4,597.7
CONS-049717,BLD-04144,2024,1,63591.3,3543.1,8494.13,7393.49,-2.8,576.3
CONS-049729,BLD-04145,2024,1,62621.8,2604.2,8456.79,7606.56,-2.9,581.6
CONS-049741,BLD-04146,2024,1,32143.0,1060.9,4261.58,3927.5,-0.2,590.7
CONS-049753,BLD-04147,2024,1,39698.2,2343.7,5496.0,4780.12,-2.5,576.4
CONS-049765,BLD-04148,2024,1,44157.5,1715.7,5593.18,5052.42,-1.4,557.3
CONS-049777,BLD-04149,2024,1,42828.9,2461.5,5801.17,5017.13,-1.5,565.5
CONS-049789,BLD-04150,2024,1,227262.1,10863.6,29759.34,26293.2,-0.8,571.5
CONS-049801,BLD-04151,2024,1,78350.0,4544.0,10593.12,9072.09,-0.8,569.0
CONS-049813,BLD-04152,2024,1,3788.9,230.9,539.61,462.56,-0.3,606.8
CONS-049825,BLD-04153,2024,1,60833.9,1860.2,8197.07,7584.97,-1.4,588.1
CONS-049837,BLD-04154,2024,1,20951.4,585.2,2793.18,2609.9,-1.0,590.7
CONS-049849,BLD-04155,2024,1,4262.2,127.3,541.6,502.28,-1.2,548.3
CONS-049861,BLD-04156,2024,1,31905.6,1361.9,4364.0,3906.7,-2.1,548.7
CONS-049873,BLD-04157,2024,1,43529.6,1527.0,5913.56,5442.04,-1.4,594.1
CONS-049885,BLD-04158,2024,1,51764.6,1903.8,6794.32,6176.79,-0.4,553.0
CONS-049897,BLD-04159,2024,1,132090.2,5698.8,18144.1,16287.83,-1.9,599.0
CONS-049909,BLD-04160,2024,1,110823.9,2648.6,13911.62,13074.66,-1.0,581.9
CONS-049921,BLD-04161,2024,1,77610.0,3958.6,10487.62,9215.35,-0.6,537.4
CONS-049933,BLD-04162,2024,1,111210.1,3134.0,14179.72,13135.05,-2.3,564.6
CONS-049945,BLD-04163,2024,1,71285.3,3659.2,9324.28,8154.41,-2.2,613.2
CONS-049957,BLD-04164,2024,1,31419.6,1112.7,4001.65,3661.82,-1.8,581.8
CONS-049969,BLD-04165,2024,1,15338.2,885.1,2133.72,1839.97,-1.1,552.3
CONS-049981,BLD-04166,2024,1,22115.4,495.2,2791.13,2625.28,-2.9,595.0
CONS-049993,BLD-04167,2024,1,69754.9,4835.3,10249.14,8772.62,-3.0,604.7
CONS-050005,BLD-04168,2024,1,116495.4,2321.7,14314.8,13572.67,-0.7,547.5
CONS-050017,BLD-04169,2024,1,40597.9,3106.1,5889.07,4911.12,-2.8,543.2
CONS-050029,BLD-04170,2024,1,27634.8,1217.8,3744.43,3373.32,-1.1,604.3
CONS-050041,BLD-04171,2024,1,62852.3,3151.4,8413.63,7431.96,-2.4,596.7
CONS-050053,BLD-04172,2024,1,17925.8,1276.4,2612.42,2185.58,-2.7,541.5
CONS-050065,BLD-04173,2024,1,44336.6,2533.0,6334.59,5528.2,-2.9,564.0
CONS-050077,BLD-04174,2024,1,20730.8,506.2,2708.13,2554.09,-1.6,551.2
CONS-050089,BLD-04175,2024,1,84177.8,3202.6,11567.95,10495.71,-0.8,569.4
CONS-050101,BLD-04176,2024,1,43181.4,4004.5,6319.08,5046.92,-0.3,547.2
CONS-050113,BLD-04177,2024,1,124309.3,4076.1,15789.65,14484.56,-1.6,597.2
CONS-050125,BLD-04178,2024,1,38861.4,1522.1,5010.96,4517.78,-1.6,557.6
CONS-050137,BLD-04179,2024,1,10289.5,477.1,1372.41,1224.41,-3.0,601.0
CONS-050149,BLD-04180,2024,1,61499.8,2260.7,7764.88,7044.7,-1.5,591.3
CONS-050161,BLD-04181,2024,1,114912.4,5958.2,15106.05,13284.39,-0.9,568.3
CONS-050173,BLD-04182,2024,1,228761.8,7801.1,29018.39,26405.8,-0.6,536.7
CONS-050185,BLD-04183,2024,1,40623.2,1943.5,5246.18,4647.91,-0.0,596.0
CONS-050197,BLD-04184,2024,1,28642.2,966.2,3724.33,3407.85,-0.2,603.4
CONS-050209,BLD-04185,2024,1,76605.1,2875.5,9923.78,9013.66,-0.9,541.9
CONS-050221,BLD-04186,2024,1,20082.6,2324.3,3109.96,2402.24,-0.0,542.4
CONS-050233,BLD-04187,2024,1,11003.3,406.8,1500.14,1364.07,-0.4,586.4
CONS-050245,BLD-04188,2024,1,170049.1,3524.3,21764.18,20685.31,-1.2,605.2
CONS-050257,BLD-04189,2024,1,65764.2,4213.8,9419.65,8124.96,-1.5,553.1
CONS-050269,BLD-04190,2024,1,17103.9,817.7,2330.95,2062.77,-1.5,592.8
CONS-050281,BLD-04191,2024,1,169821.5,6746.4,23211.61,21009.13,-1.8,568.0
CONS-050293,BLD-04192,2024,1,120610.5,5402.6,15710.73,14061.97,-0.3,550.6
CONS-050305,BLD-04193,2024,1,279772.0,9059.8,35544.91,32678.35,-1.5,593.8
CONS-050317,BLD-04194,2024,1,19228.3,755.0,2657.1,2409.15,-0.6,609.9
CONS-050329,BLD-04195,2024,1,57065.4,2384.8,7859.03,7128.88,-1.5,577.5
CONS-050341,BLD-04196,2024,1,37213.6,959.6,4588.85,4283.09,-2.4,602.8
CONS-050353,BLD-04197,2024,1,141540.9,5975.9,18623.67,16695.5,-0.6,608.7
CONS-050365,BLD-04198,2024,1,61435.0,3170.1,8605.34,7546.25,-1.1,588.8
